camis,dba,boro,building,street,zipcode,phone,cuisine type,latitude,longitude,current_grade
40369775,THE CUPPING ROOM CAFE,Manhattan,359,WEST BROADWAY,10013.0,2129252898,42,40.723029026325,-74.003200038769,B
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203.0,7187780023,74,40.656181203396,-73.93084488673199,A
40369810,PETE'S TAVERN,Manhattan,129,EAST   18 STREET,10003.0,2124737676,42,40.73635138988,-73.98668487807,A
40369849,GINO'S PIZZERIA,Queens,6132,SPRINGFIELD BOULEVARD,11364.0,7182251475,32,40.748785698854,-73.756561590589,P
40369869,JIM BRADY'S RESTAURANT,Manhattan,75,MAIDEN LANE,10038.0,2124251300,26,40.707649870472004,-74.007758386957,A
40369878,VILLA MOSCONI RESTAURANT,Manhattan,69,MACDOUGAL STREET,10012.0,2126730390,44,40.728537803920005,-74.00173184450401,A
40369940,THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028.0,2128613255,42,40.779745192301995,-73.959631313433,A
40369954,VOLARE RESTAURANT,Manhattan,147,WEST FOURTH STREET,10012.0,2127772849,44,40.731474715002,-74.00047627830999,A
40369958,SPARKS STEAK HOUSE,Manhattan,210,EAST   46 STREET,10017.0,2126874855,82,40.753097308196004,-73.972096155466,A
40369983,THE DART SPORTS BAR,Queens,8318,PARSONS BOULEVARD,11432.0,7182911894,42,40.715270326350996,-73.80769890588701,A
40370015,BAMONTE'S RESTAURANT,Brooklyn,32,WITHERS ST,11211.0,7183848831,44,40.716711333171,-73.951484522583,A
40370150,JOHN MULLIGAN'S FIRESIDE PUB,Bronx,4272,KATONAH AVENUE,10470.0,3473468001,42,40.89778438017,-73.86721860500201,P
40370167,BURGER KING,Queens,22210,NORTHERN BOULEVARD,11361.0,7182251695,74,40.761859115240995,-73.7591993411,A
40370168,EAR INN,Manhattan,326,SPRING STREET,10013.0,2122269060,42,40.725993041785,-74.00930109165499,A
40370238,BURGER KING,Queens,6815,NORTHERN BOULEVARD,11377.0,7187794875,74,40.754251920542,-73.89781764958,A
40370356,MCDONALD'S,Staten Island,3267,RICHMOND AVENUE,10312.0,7189483800,74,40.55951213878,-74.16955253705301,A
40370436,ROSSINI'S,Manhattan,108,EAST   38 STREET,10016.0,2126830135,44,40.749349425399,-73.978940662754,A
40370463,THREE GUY'S RESTAURANT,Manhattan,960,MADISON AVENUE,10021.0,2126288108,42,40.773974376779,-73.96384103552201,A
40370507,THE PLAYERS,Manhattan,16,GRAMERCY PARK SOUTH,10003.0,2124756116,42,40.737775898673,-73.98648251565099,P
40370638,TJK CAFE & RESTAURANT,Queens,24904,HORACE HARDING BOULEVARD,11362.0,7186311564,42,40.760556514979,-73.731286139142,A
40370766,SMITH & WOLLENSKY,Manhattan,201,EAST 49th STREET,10017.0,2127531530,42,40.755051274002,-73.970875339288,A
40370781,MCDONALD'S,Queens,16011,WILLETS POINT BOULEVARD,11357.0,7187466063,74,40.780619118400004,-73.802039011533,A
40370856,OLIVE TREE CAFE & COMEDY CELLAR,Manhattan,117,MAC DOUGAL STREET,10012.0,2122543480,42,40.730129780372,-74.000386066263,A
40370916,BURGER KING,Queens,25810,HILLSIDE AVENUE,11004.0,7183476880,74,40.73697353398,-73.70992194527899,A
40370917,BURGER KING,Brooklyn,9006,CHURCH AVENUE,11236.0,7184985574,74,40.652872037851,-73.91980597180101,A
40370939,MANDUCATIS,Queens,1327,JACKSON AVENUE,11101.0,7187294602,44,40.744468029044,-73.94890553884301,A
40371454,WEST BANK CAFE,Manhattan,407,WEST   42 STREET,10036.0,2126956909,42,40.758609222912,-73.993051434231,A
40371614,LA BARAKA RESTAURANT,Queens,25509,NORTHERN BOULEVARD,11362.0,7184281461,21,40.7720339863,-73.734326533439,A
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,4801,16 AVENUE,11204.0,7188518696,18,40.631503551354,-73.98500898569199,A
40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002.0,2125332415,42,40.714738553101,-73.982605794428,A
40371727,LA PALINA RESTAURANT,Brooklyn,159,AVENUE O,11204.0,7182369764,44,40.610776716763,-73.978869293745,A
40371805,TY'S,Manhattan,114,CHRISTOPHER STREET,10014.0,2127419641,54,40.733192808056,-74.005477342338,A
40371906,MARINER INN,Brooklyn,3501,AVENUE S,11234.0,7183768058,42,40.609339406683,-73.9319776615,A
40371988,NORTH SHORE DINER,Queens,19652,NORTHERN BLVD,11358.0,7182258000,42,40.757847279125,-73.784564229619,P
40372112,GREEN HOUSE CAFE,Brooklyn,7717,THIRD AVENUE,11209.0,7188338200,42,40.629821191692,-74.028450143173,A
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465.0,7188281430,74,40.827578059403,-73.82327207744899,A
40372262,LA RIPAILLE RESTAURANT,Manhattan,605,HUDSON STREET,10014.0,2122554406,21,40.73735385778,-74.005741105387,A
40372357,MARINA CAFE,Staten Island,154,MANSION AVE,10308.0,7189673077,44,40.544300925933,-74.14090586192799,P
40372417,DON FILIPPO RESTAURANT,Manhattan,1133,LEXINGTON AVENUE,10075.0,2127443610,44,40.774642508226,-73.959107283102,A
40372422,BURGER KING,Queens,9283,QUEENS BOULEVARD,11374.0,7185750116,74,40.731773141489,-73.86656564973,A
40372426,DAZIES RESTAURANT,Queens,3941,QUEENS BOULEVARD,11104.0,7187867013,44,40.743883909288,-73.924889127627,P
40372445,OMONIA CAFE,Queens,3220,BROADWAY,11106.0,7182746650,19,40.761477481586,-73.924360228878,B
40372466,MURALS ON 54/RANDOLPH'S,Manhattan,65,WEST   54 STREET,10019.0,2122477000,42,40.761865222515,-73.977330319535,P
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Brooklyn,2414,GERRITSEN AVENUE,11229.0,7187696094,42,40.598101670847,-73.931013300703,A
40372596,TROPICAL HOUSE BAKING CO.,Brooklyn,267,SCHENECTADY AVENUE,11213.0,7187739523,13,40.669434759348,-73.933830286475,A
40372618,BURGER KING,Queens,15405,ROCKAWAY BOULEVARD,11434.0,7185275044,74,40.667935318774,-73.78098427964301,A
40372631,YANKEE JZ PIZZA,Bronx,1599,WESTCHESTER AVENUE,10472.0,7183284349,55,40.829178325164,-73.87570682252,A
40372694,CLINTON RESTAURANT,Queens,917,CLINTONVILLE STREET,11357.0,7187464800,44,40.793463994158,-73.81314952526999,A
40372971,RACQUET & TENNIS CLUB,Manhattan,370,PARK AVENUE,10022.0,2127539700,42,40.758798345762,-73.972812079305,A
40373113,ASTRO RESTAURANT,Manhattan,101,WEST   55 STREET,10019.0,2124896284,42,40.76313625147,-73.97839841297599,A
40373118,GOLDEN DOVE DINER,Staten Island,3281,RICHMOND AVENUE,10312.0,7189671900,42,40.559012753112995,-74.169439701203,A
40373160,KORNER PIZZERIA,Brooklyn,226,CHURCH AVENUE,11218.0,7188533755,32,40.643376352202,-73.978026547796,-2
40373462,VILLA BERULIA,Manhattan,107,EAST   34 STREET,10016.0,2126891970,44,40.746865746167,-73.980821742973,A
40373500,VICTOR'S CAFE,Manhattan,236,WEST   52 STREET,10019.0,2125867714,3,40.762961484036005,-73.983853000701,A
40373597,PETES PIZZERIA & RESTAURANT,Brooklyn,7522,3 AVENUE,11209.0,7187455442,32,40.631240382668,-74.027888724775,A
40373656,KEENS STEAKHOUSE,Manhattan,72,WEST 36th STREET,10018.0,2129473636,82,40.750753089864,-73.986108122854,A
40373669,BuBo,Manhattan,515,3 AVENUE,10016.0,2125323300,42,40.746047275767005,-73.977869849068,A
40373794,READY PENNY INN,Queens,3707,73 STREET,11372.0,7188997208,26,40.748524363205,-73.89264019390001,A
40373888,IL MULINO,Manhattan,86,WEST    3 STREET,10012.0,2126733783,44,40.729844320711,-73.998960872846,A
40373889,FELIDIA RESTAURANT,Manhattan,243,EAST   58 STREET,10022.0,2127581479,44,40.760479059273,-73.965974530748,P
40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203.0,7184510834,74,40.644916150063,-73.921588478833,A
40373912,THE MALT HOUSE,Manhattan,206,THOMPSON STREET,10012.0,2122287701,42,40.728787588835004,-73.99935055586701,A
40373937,SHUN LEE,Manhattan,37,WEST   65 STREET,10023.0,2125958895,61,40.772273899388,-73.980363099092,B
40374088,PONGSRI THAI RESTAURANT,Manhattan,244,WEST   48 STREET,10036.0,2125823392,14,40.760513419363,-73.985817299478,A
40374136,TONY'S PIER RESTAURANT,Bronx,1,CITY ISLAND AVE,10464.0,7188851424,5,40.837658970328995,-73.782920637128,A
40374192,ELIO'S,Manhattan,1621,SECOND AVENUE,10028.0,2127722242,44,40.776704064109,-73.95260687884401,A
40374266,KASTELI II,Manhattan,372,8 AVENUE,10001.0,2122390090,26,40.748805077672,-73.995910876922,A
40374277,MOLLY WEE PUB,Manhattan,402,8 AVENUE,10001.0,2129672627,26,40.749754738358,-73.995221468286,A
40374395,EL CARIBE,Brooklyn,5945,STRICKLAND AVE,11234.0,7185311200,44,40.608652307729,-73.914280560816,A
40374415,OMEN JAPANESE CUISINE,Manhattan,113,THOMPSON STREET,10012.0,2129258923,23,40.725823228456,-74.001850833128,A
40374711,ROSIE O'GRADY RESTAURANT,Manhattan,800,7 AVENUE,10019.0,2125822975,26,40.762434260535,-73.982293672635,A
40374814,EUROPA BAR,Queens,9402,SUTPHIN BOULEVARD,11435.0,7182971128,42,40.69890459763701,-73.806884362129,A
40374834,CASA BELLA,Manhattan,127,MULBERRY STREET,10013.0,2124314080,44,40.717995150669,-73.998037554562,A
40374974,CHEZ NAPOLEON,Manhattan,365,WEST   50 STREET,10019.0,2122656980,21,40.763203559325,-73.988271452718,A
40375108,TURKEY'S NEST TAVERN,Brooklyn,94,BEDFORD AVENUE,11249.0,7183849774,42,40.72051695673501,-73.954851215736,A
40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,8207,153 AVENUE,11414.0,7186418259,55,40.666089208129,-73.8519582509,A
40375369,OZONE PIZZERIA,Queens,9615,LIBERTY AVENUE,11417.0,7188459555,32,40.680681768141,-73.842638180373,A
40375376,AGRA RESTAURANT,Manhattan,807,LEXINGTON AVENUE,10065.0,2123088281,4,40.764286241618,-73.966665689375,A
40375616,ARTURO'S,Manhattan,1617,YORK AVENUE,10028.0,2125354480,44,40.775452968053,-73.947477164518,P
40375634,PARIS BLUES,Manhattan,2021,7 AVENUE,10027.0,2122229878,42,40.806497278201,-73.950114802818,A
40375699,GENE'S RESTURANT,Manhattan,73,WEST   11 STREET,10011.0,2126752048,44,40.73493582977,-73.997185481415,A
40375839,COZY SOUP & BURGER,Manhattan,739,BROADWAY,10003.0,2124775566,42,40.729942920976,-73.992960624684,A
40375929,VILLA FIORITA,Brooklyn,7720,18 AVENUE,11214.0,7188377950,44,40.612046726678,-73.997345555177,A
40376029,MOMS LUNCHEONETTE,Queens,10102,103 AVENUE,11417.0,7187389553,42,40.683538858646,-73.840489702887,A
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,20002,NORTHERN BOULEVARD,11361.0,7186310147,19,40.757715535717004,-73.783109985737,A
40376142,LUSARDI'S RESTAURANT,Manhattan,1494,SECOND AVENUE,10075.0,2122492020,44,40.772505803269,-73.955646225535,A
40376204,PORTOVINO,Queens,10932,ASCAN AVENUE,11375.0,7182611239,44,40.718748570733,-73.840293278717,A
40376290,KING'S ARMS RESTAURANT,Staten Island,500,FOREST AVENUE,10310.0,7184480326,42,40.630436247754,-74.10698897239398,A
40376352,BLUE NOTE JAZZ,Manhattan,131,WEST    3 STREET,10012.0,2124750049,42,40.730763819064,-74.000793788682,A
40376493,THE WATER CLUB,Manhattan,500,EAST   30 STREET,10016.0,2126833333,5,40.740894192066,-73.97248741486399,A
40376495,MARCO POLO RISTORANTE,Brooklyn,345,COURT STREET,11231.0,7188525015,44,40.682282872632,-73.99592218276,A
40376496,MANHATTAN MONSTER,Manhattan,80,GROVE STREET,10014.0,2129243557,42,40.733407004766,-74.00242836843701,A
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,-2,W 79 STREET,10024.0,2127695370,42,-2.0,-2.0,A
40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,0,MEMORIAL ICE SKATING,-2.0,9179214213,42,0.0,0.0,A
40376635,TRIPOLI RESTAURANT/SWALLOW CAFE,Brooklyn,156,ATLANTIC AVENUE,11201.0,7185965800,11,40.690303050213,-73.994645190281,A
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,1215,THIRD AVENUE,10021.0,2128790914,80,40.768613074623,-73.96140346972399,A
40376735,PJ CARNEY'S,Manhattan,906,7 AVENUE,10019.0,2126640056,26,40.765738551729,-73.979884899094,A
40376944,TOMOE SUSHI,Manhattan,172,THOMPSON STREET,10012.0,2127779346,23,40.727711642194,-74.000256165478,P
40377124,JP'S WATERSIDE RESTAURANT,Bronx,703,MINNIEFORD AVE,10464.0,7188853364,5,40.857251130718005,-73.790415470169,P
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,749,LYDIG AVENUE,10462.0,7184099776,32,40.854465546464,-73.865892004272,A
40377262,SUNSET PIZZERIA,Staten Island,645,ROSSVILLE AVENUE,10309.0,7183565918,32,40.54235091781,-74.20823691024201,A
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385.0,7184970722,74,40.701739099289,-73.880832224708,A
40377325,JACKSON HOLE,Manhattan,521,THIRD AVENUE,10016.0,2126793264,42,40.746222915383,-73.977739867544,A
40377385,NAPOLI PIZZA,Queens,16402,69 AVENUE,11365.0,7183801172,55,40.733073440304,-73.804753501055,A
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,7303,3 AVENUE,11209.0,7187450222,32,40.632714481040004,-74.027266057226,A
40377560,WESTERN BAKERY,Queens,22813,MERRICK BOULEVARD,11413.0,7185253201,31,40.676626506659005,-73.741990586543,A
40377630,JOHNS CAFE & RESTAURANT,Manhattan,823,SECOND AVENUE,10017.0,2128674955,42,40.751027572144,-73.971339086977,A
40377789,CAFE LUXEMBOURG,Manhattan,200,WEST   70 STREET,10023.0,2128737411,21,40.777464653904,-73.98301540541,A
40378035,"DUNKIN', BASKIN ROBBINS",Queens,15367,HORACE HARDING EXPRESSWAY,11367.0,7183584031,77,40.739396352692,-73.815741155917,A
40378136,BROADWAY RESTAURANT,Manhattan,2664,BROADWAY,10025.0,2128657074,42,40.7980337182,-73.969299779631,A
40378190,NARITA JAPANESE RESTAURANT,Queens,10708,70 ROAD,11375.0,7182632999,23,40.720981864901,-73.845612730765,A
40378212,CUCHIFRITO,Manhattan,168,EAST  116 STREET,10029.0,2128764846,24,40.798286090425,-73.940863923623,P
40378571,IL CANTINORI RESTAURAUNT,Manhattan,32,EAST   10 STREET,10003.0,2126736044,44,40.732402237364,-73.99307221868,A
40378579,ANDREWS COFFEE SHOP,Manhattan,463,7 AVENUE,10018.0,2126951962,42,40.751741613774,-73.990056458411,A
40378719,THE CLUBHOUSE,Queens,6121,FRESH POND ROAD,11379.0,7188218338,42,40.71438705244,-73.90108223163,A
40378774,FAME DINER,Queens,6967,GRAND AVENUE,11378.0,7184784674,42,40.727102188622,-73.893414465331,P
40378796,KNIGHTS OF BARON DEKALB,Brooklyn,3000,EMMONS AVENUE,11235.0,7187436626,42,40.58389070852,-73.938555983404,A
40378822,WEST CORK-UNION HALL,Staten Island,502,HENDERSON AVE,10310.0,7184422133,42,40.638103038604996,-74.109253251777,A
40378827,KOSHER HUT OF BROOKLYN,Brooklyn,709,KINGS HIGHWAY,11223.0,7183768996,18,40.606197891882,-73.96543762922,A
40378874,TERRA BLUES,Manhattan,149,BLEEKER STREET,10012.0,2127777776,42,40.728268828151,-73.999357776932,A
40379026,FLAMINGO,Queens,8512,ROOSEVELT AVENUE,11372.0,7186061633,3,40.747933648158,-73.880915291092,B
40379149,MONTE'S,Manhattan,97,MACDOUGAL STREET,10012.0,2122289194,44,40.72944358561,-74.00096335165,A
40379304,GOTHAM BAR & GRILL,Manhattan,12,EAST   12 STREET,10003.0,2126204026,42,40.734370280749005,-73.99390192835301,P
40379566,LONDON LENNIES,Queens,6388,WOODHAVEN BOULEVARD,11374.0,7188948084,5,40.72219742993,-73.86724509918,B
40379573,DUNKIN',Bronx,4090,BOSTON POST ROAD,10475.0,7183248842,77,40.885779695433,-73.828375272215,A
40379580,COOPER TOWN DINER,Manhattan,339,1 AVENUE,10003.0,2126779287,42,40.734752957401,-73.979948414333,A
40379620,DELMONICO'S KITCHEN,Manhattan,207,WEST   36 STREET,10018.0,2126955220,42,40.752510161867,-73.990233199575,A
40379628,HASAKI RESTAURANT,Manhattan,210,EAST 9 TH STREET,-2.0,2124733327,23,0.0,0.0,A
40379662,MEZZALUNA,Manhattan,1295,THIRD AVENUE,10021.0,2125359600,44,40.771283054919,-73.959466777028,P
40379746,RESTUARANT NIPPON,Manhattan,155,EAST   52 STREET,10022.0,2126885941,23,40.757510580114996,-73.970881478995,A
40379890,O'HARA'S,Manhattan,120,CEDAR STREET,10006.0,2122673032,42,40.709636641851,-74.012711005921,A
40379894,AQUEDUCT NORTH,Bronx,4277,KATONAH AVE,10470.0,7183241497,26,40.897844801459996,-73.86725103898699,A
40379920,E.A.T. CAFE,Manhattan,1064,MADISON AVENUE,10028.0,2127720022,42,40.777371576876,-73.961365877573,A
40380044,REX MANOR,Brooklyn,1100,60 STREET,11219.0,7188543232,76,40.63119158611,-74.003065920032,A
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,-2.0,7183674500,56,0.0,0.0,A
40380182,CLUB 101,Manhattan,101,PARK AVENUE,10178.0,2128180263,42,40.750985218449,-73.978485380664,A
40380253,RIVERDALE DINER,Bronx,3657,KINGSBRIDGE AVENUE,10463.0,7188846050,42,40.885006299201,-73.901272221935,A
40380422,CARLOS PIZZA,Queens,7402,METROPOLITAN AVENUE,11379.0,7188947915,55,40.712825208699996,-73.878193530685,A
40380432,THE BITTER END,Manhattan,147,BLEECKER STREET,10012.0,2126737030,42,40.728219421756,-73.999256753632,P
40380457,ARRIBA ARRIBA,Manhattan,762,9 AVENUE,10019.0,2124890810,24,40.76419717623,-73.988415675015,A
40380464,GEIDO RESTAURANT,Brooklyn,331,FLATBUSH AVENUE,11217.0,7186388866,23,40.677792033642,-73.972899309836,A
40380517,BARNEY GREENGRASS,Manhattan,541,AMSTERDAM AVENUE,10024.0,2127244707,18,40.787824607234,-73.97489469674301,A
40380520,ANNAM BRAHAM RESTAURANT,Queens,8443,164 STREET,11432.0,7185232600,4,40.713358108981,-73.801774217799,A
40380559,SUPERNOVA-NOVOTEL HOTEL,Manhattan,226,WEST 52 ND STREET,-2.0,2123150100,42,0.0,0.0,B
40380592,MONTERO BAR & GRILL,Brooklyn,73,ATLANTIC AVENUE,11201.0,6467294129,42,40.691247359647996,-73.997987861076,A
40380628,PISA PIZZERIA,Queens,6568,MYRTLE AVENUE,11385.0,7183816368,32,40.70131289975,-73.888255235301,P
40380657,PETE'S CLAM STOP,Brooklyn,1320,SURF AVENUE,11224.0,7183720302,42,40.575528666625,-73.981850250554,A
40380660,BURRITO LOCO,Manhattan,166,WEST    4 STREET,10014.0,2126751977,68,40.732012681351,-74.001403589122,A
40380826,FIT CAFETERIA (BUILDING A ) (8th ave),Manhattan,227,WEST   27 STREET,10001.0,2122175770,42,40.747119757708,-73.99499068076,A
40380996,SMILING PIZZA,Brooklyn,323,7 AVENUE,11215.0,7187882137,55,40.667061653915,-73.98141431533399,A
40381210,SYMPOSIUM GREEK RESTAURANT,Manhattan,544,WEST  113 STREET,10025.0,2128651011,19,40.805489642083,-73.963946663755,A
40381420,VILLAGE YOKOCHO,Manhattan,6,STUYVESANT STREET,10003.0,2125983041,23,40.729857562420996,-73.989431930386,A
40381551,CLARK'S RESTAURANT,Brooklyn,80,CLARK STREET,11201.0,7188555484,42,40.697510750407,-73.99325978079601,A
40381595,PIETROS,Manhattan,232,EAST 43RD STREET,10017.0,2126829760,44,40.751069173359,-73.973114812431,A
40381720,MISS LILY'S 7A,Manhattan,109,AVENUE A,10009.0,2128121482,31,40.725962055374,-73.983609449249,A
40381797,ROSA MEXICANO,Manhattan,1063,FIRST AVENUE,10022.0,2127537407,24,40.75887778775999,-73.962517298111,P
40381811,DUFFY'S,Staten Island,650,FOREST AVENUE,10310.0,7184479276,42,40.62974366986701,-74.110813872755,A
40382052,LATOURETTE GOLF COURSE,Staten Island,1001,RICHMOND HILL ROAD,10306.0,7183511889,42,40.575914408886,-74.148258680815,A
40382057,DYKER BEACH GOLF (GRILL ROOM),Brooklyn,1020,86th Street,11228.0,7188369722,42,40.617715737743,-74.01999468055398,A
40382395,COOGAN'S,Manhattan,4015,BROADWAY,10032.0,2129281234,42,40.841397083127,-73.939546042427,A
40382652,TOMMY'S PIZZA,Bronx,4033,EAST TREMONT AVENUE,10465.0,7188292828,55,40.819559910671,-73.817530764489,A
40382802,PARNELL'S PUB,Manhattan,350,EAST   53 STREET,10022.0,2127531761,26,40.756238401752,-73.965958657687,A
40382876,LA FE RESTAURANT,Brooklyn,941,4 AVENUE,11232.0,7187880139,3,40.654214764338,-74.004497759987,A
40382877,OCEAN DRAGON RESTAURANT,Manhattan,877,10 AVENUE,10019.0,2122457210,61,40.769373783907,-73.988378668796,A
40383003,COBBLESTONE PUB,Queens,11718,QUEENS BOULEVARD,11375.0,7182639754,42,40.715311990802995,-73.832509783357,A
40383033,O'SULLIVAN'S PUB,Brooklyn,8902,3 AVENUE,11209.0,7187459619,42,40.621275753256995,-74.031962223372,A
40383044,PIZZA WAGON,Brooklyn,8606,5 AVENUE,11209.0,7188365725,55,40.621365020169,-74.026328434867,A
40383067,RUSSIAN TURKISH BATHS,Manhattan,268,EAST   10 STREET,10009.0,2125450665,43,40.728344489977005,-73.983453717052,P
40383147,IL TOSCANO RISTORANTE,Queens,4205,235 STREET,11363.0,7186310300,44,40.768237135085,-73.748576694618,A
40383281,GABY'S PIZZA,Queens,20423,HILLSIDE AVENUE,11423.0,7187409716,55,40.720424809649,-73.760890061607,A
40383284,VERDI RESTAURANT,Queens,14958,CROSS ISLAND PARKWAY,11357.0,7187466000,44,40.787035101942,-73.814427945733,A
40383464,LE BERNARDIN,Manhattan,155,W 51ST ST,10019.0,2125541515,21,40.76133904072,-73.981900497456,A
40383496,THE GROTTO,Manhattan,69,NEW STREET,10004.0,2128096991,55,40.705500307697,-74.012396426249,A
40383511,BRANDY'S PIANO BAR,Manhattan,235,EAST   84 STREET,10028.0,2127444949,42,40.777135582011,-73.954061663781,P
40383609,REAL MADRID RESTAURANT,Staten Island,2073,FOREST AVENUE,10303.0,7184477885,56,40.626289740667,-74.158367858223,A
40383737,CANLON'S RESTAURANT,Staten Island,1825,NORTH RAILROAD AVENUE,10306.0,7186673013,44,40.565128564811,-74.12670451087901,A
40383763,COUSIN JOHN'S CAFE AND BAKERY,Brooklyn,70,7 AVENUE,11217.0,7186227333,13,40.6753551197,-73.974861489893,A
40383819,LAST STOP (AI & JI) RESTAURANT,Bronx,5977,BROADWAY,10471.0,3474496679,42,40.889710782591,-73.89815838275099,-2
40383825,RUSSIAN SAMOVAR,Manhattan,256,WEST   52 STREET,10019.0,2127570168,43,40.763104258677004,-73.984192295536,A
40383945,PIZZA D'ORO,Staten Island,3115,VICTORY BOULEVARD,10314.0,7186988873,55,40.607038390706,-74.163792577979,A
40384036,MCDONALD'S,Brooklyn,819,PENNSYLVANIA AVENUE,11207.0,7182723362,74,40.657669815042,-73.889932475951,A
40384115,PHIL & SONS RESTAURANT & PIZZERIA,Queens,5729,MAIN STREET,11355.0,7189610263,32,40.745840669294,-73.82603405581101,A
40384188,LA MELA RESTAURANT,Manhattan,167,MULBERRY STREET,10013.0,2124319493,44,40.719910978144,-73.997077892142,A
40384222,PJ MORANS,Manhattan,3,EAST   48 STREET,10017.0,2127536440,26,40.757147070156,-73.97777951755201,A
40384323,OMEGA COFFEE SHOP,Queens,20007,32 AVENUE,11361.0,7183523925,42,40.769757080753,-73.78913946864101,A
40384340,FRIEND OF A FARMER,Manhattan,77,IRVING PLACE,10003.0,2124772188,42,40.736900338470996,-73.986648683307,P
40384458,DREAM PIZZA,Queens,3767,JUNCTION BOULEVARD,11368.0,7189431599,55,40.750340064517005,-73.870112251068,A
40384507,IRENE'S PLACE,Brooklyn,623,MANHATTAN AVENUE,11222.0,3476804210,59,40.72349055081,-73.950642573752,A
40384528,VESELKA RESTAURANT,Manhattan,144,SECOND AVENUE,10003.0,2122289682,15,40.729086067436,-73.987303310071,A
40384575,WHITE CASTLE,Brooklyn,900,PENNSYLVANIA AVENUE,11207.0,7182721664,74,40.655854225219,-73.888598374474,A
